from_node,to_node
ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIVA UNIVERSITY,President and Fellows of Harvard College
Hamilton Sundstrand Corporation (HSC),NABTESCO CORPORATION
EASTMAN KODAK COMPANY,International Business Machines Corporation
THE REGENTS OF THE UNIVERSITY OF MICHIGAN,THE TRUSTEES OF PRINCETON UNIVERSITY
BARILLA G. & R. FRATELLI S.p.A.,CONSIGLIO NAZIONALE DELLE RICERCHE
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,UNIVERSITE DE NANTES
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,"University of Florida Foundation, Incorporated"
UNIVERSITE DE NANTES,"University of Florida Foundation, Incorporated"
"HISAMITSU PHARMACEUTICAL CO., INC.","TOPPAN PRINTING CO., LTD."
Caterpillar Inc.,Eaton Corporation
"JAPAN AVIATION ELECTRONICS INDUSTRY, LIMITED",NEC CORPORATION
Novartis AG,"The United States of America, as represented by the Department of Health and Human Services"
BEN GURION UNIVERSITY OF THE NEGEV RESEARCH AND DEVELOPMENT AUTHORITY,YISSUM RESEARCH DEVELOPMENT COMPANY OF THE HEBREW UNIVERSITY OF JERUSALEM LTD.
CENTRAL RESEARCH INSTITUTE OF ELECTRIC POWER INDUSTRY,"DOWA Electronics Materials Co., Ltd."
GUNMA PREFECTURE,"NITTEI MUSEN CO., LTD."
Centre for Addiction and Mental Health,The Hospital for Sick Children
"Konica Minolta Business Technologies, Inc.",Nisca Corporation
"3Y POWER TECHNOLOGY (TAIWAN), INC.",FSP TECHNOLOGY INC.
Istituto Nazionale per lo Studio e la Cura dei Tumori,SIGMA-TAU INDUSTRIE FARMACEUTICHE RIUNITE S.P.A.
HONEYWELL INTERNATIONAL INC.,Wittenstein Aerospace and Simulation Ltd.
"RICOH COMPANY, LTD.","Ricoh Microelectronics Co., Ltd."
ADVANTA SEEDS B.V.,BASF AGROCHEMICAL PRODUCTS B.V.
The Jackson Laboratory,University of Maine
VaxDesign Corp.,Virginia Commonwealth University
"FUJI XEROX CO., LTD.",OMRON CORPORATION
Check Corporation,EMTEQ LIMITED
Kabushiki Kaisha Toshiba,TDK CORPORATION
"Emisphere Technologies, Inc.",Virginia Commonwealth University
Babcock-Hitachi K.K.,"HITACHI, LTD."
University of Pittsburgh—Of the Commonwealth System of Higher Education,VEGENICS LIMITED
Canon Kabushiki Kaisha,The Board of Trustees of the Leland Stanford Junior University
INSTITUT NATIONAL DES SCIENCES APPLIQUÉES DE LYON,Institut Francais de Recherche Pour l'Exploitation de la Mer (IFREMER)
Georgetown University,Medi&Gene Inc.
Georgetown University,The General Hospital Corporation
Medi&Gene Inc.,The General Hospital Corporation
"HONDA MOTOR CO., LTD.","Symyx Technologies, Inc."
THE VOLCANO CORPORATION,The Board of Regents of the University of Texas System
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,ECOLE CENTRALE DE LYON
Kabushiki Kaisha Toshiba,TOSHIBA MITSUBISHI-ELECTRIC INDUSTRIAL SYSTEMS CORPORATION
HIRATA CORPORATION,"Hirata Software Technology Co., Ltd."
"OTSUKA CHEMICAL CO., LTD.",STELLA CHEMIFA CORPORATION
Carl Zeiss Jena GmbH,Christian-Albrechts-Universitaet zu Kiel
JAPAN ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,"TOKYO OHKA KOGYO CO., LTD."
Cyano Biotech GmbH,Humboldt-Universität zu Berlin
EchoStar Technologies L.L.C.,Sling Media L.L.C.
"Heraeus Shin-Etsu America, Inc.","SHIN-ETSU QUARTZ PRODUCTS CO., LTD."
HAYASHI TELEMPU CORPORATION,MITSUBISHI MOTORS CORPORATION
"Novomed Technologies, Inc. (Shanghai)",UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA
MITSUBISHI JIDOSHA KOGYO KABUSHIKI KAISHA,"SUMITOMO METAL INDUSTRIES, LTD."
MITSUBISHI JIDOSHA KOGYO KABUSHIKI KAISHA,"SUMITOMO PIPE & TUBE CO., LTD."
CANON FINETECH INC.,Nisca Corporation
The Research Foundation of the State University of New York,The Trustees of Columbia University in the City of New York
Schaeffler KG,Winker Massivumformung GmbH & Co. KG
"RIB-X PHARMACEUTICALS, INC.",Yale University
Concolid Technik Deutschland GmbH,Sachsische Bau GmbH
"Biomet Manufacturing, LLC",MAKO Surgical Corp.
Purdue Research Foundation,"The United States of America, as represented by the Department of Health and Human Services"
Dolby International AB,KONINKLIJKE PHILIPS ELECTRONICS NV
NATIONAL CHUNG CHENG UNIVERSITY,National Taiwan University
NATIONAL CHUNG CHENG UNIVERSITY,TAICHUNG VETERANS GENERAL HOSPITAL
National Taiwan University,TAICHUNG VETERANS GENERAL HOSPITAL
Japan as Represented by President of National Cancer Center,"SUMITOMO CHEMICAL COMPANY, LIMITED"
BWG GmbH & Co. KG,Pandrol Limited
BWG GmbH & Co. KG,VAE Eisenbahnsysteme GmbH
BWG GmbH & Co. KG,VAE GmbH
Pandrol Limited,VAE Eisenbahnsysteme GmbH
Pandrol Limited,VAE GmbH
VAE Eisenbahnsysteme GmbH,VAE GmbH
"Sentech, Inc.","UT-BATTELLE, LLC"
"United States Council For Automotive Research, LLC","United States Materials Automotive Partnership, LLC"
"Sumita Optical Glass, Inc.","TOYODA GOSEI CO., LTD."
Renewable Alternatives LLC,The Curators of the University of Missouri
"NISSIN CHEMICAL INDUSTRY CO., LTD.","SHIN-ETSU CHEMICAL CO., LTD."
KONINKLIJKE PHILIPS ELECTRONICS NV,STMicroelectronics (Crolles 2) SAS
"KAWASUMI LABORATORIES, INC.","MANI, INC."
Clue AS,Eyal Research Consultants Ltd
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,SOCIÉTÉ BIC
HYOGO PREFECTURE,"TOYO GOSEI CO., LTD."
"ASKK Co., Ltd.",Factory-Automation Electronics Inc.
HERIOT-WATT UNIVERSITY,KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY
Jemco Inc.,MITSUBISHI MATERIALS CORPORATION
FRIEDRICH-ALEXANDER-UNIVERSITÄT ERLANGEN-NÜRNBERG,"Siemens Medical Solutions USA, Inc."
KING FAHD UNIVERSITY OF PETROLEUM AND MINERALS,SAUDI ARABIAN OIL COMPANY
"Mirabillis Medica, Inc.",University of Washington
Terumo Kabushiki Kaisha,Vascutek Limited
KWS SAAT AG,SUEDZUCKER AG
NIHON UNIVERSITY,SHARP KABUSHIKI KAISHA
KONINKLIJKE PHILIPS ELECTRONICS NV,"Philips Lumileds Lights Co., LLC"
Duke University,The University Of North Carolina At Charlotte
BIOGEN IDEC MA INC.,"Sunesis Pharmaceuticals, Inc."
"HITACHI, LTD.","Hitachi Engineering Co., Ltd."
"HITACHI, LTD.","Hitachi Kyowa Engineering Co., Ltd."
"Hitachi Engineering Co., Ltd.","Hitachi Kyowa Engineering Co., Ltd."
The Ohio State University Research Foundation,"ZettaCore, Inc."
Istituto di Ricerche Chimiche e Biochimiche “G. Ronzoni”,Massachusetts Institute of Technology
The United States of America as represented by the Secretary of the Army,University of Massachusetts Lowell
"DANA-FARBER CANCER INSTITUTE, INC.",The Board of Trustees of the Leland Stanford Junior University
"JCB Co., Ltd.","Maxell Seiki, Ltd."
NATIONAL UNIVERSITY CORPORATION CHIBA UNIVERSITY,"NIPPON CHEMICAL INDUSTRIAL CO., LTD."
"NGK INSULATORS, LTD.","NGK Optoceramics Co., Ltd."
Bracco Suisse SA,Dyax Corp.
"Sony Computer Entertainment America, LLC",Sony Computer Entertainment Europe LTD.
NATIONAL UNIVERSITY ORPORATION TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK
E.I. DU PONT DE NEMOURS AND COMPANY,"ORIENT CHEMICAL INDUSTRIES CO., LTD."
DALHOUSIE UNIVERSITY,National Research Council of Canada
DALHOUSIE UNIVERSITY,University of Manitoba
National Research Council of Canada,University of Manitoba
"LIGNYTE CO., LTD.","Maeda Shell Service Co., Ltd."
Japan Absorbent Technology Institute,"Oji Paper Co., Ltd."
Forestry And Forest Products Research Institute,Japan Science and Technology Agency
Forestry And Forest Products Research Institute,"Ryukyu Bio-Resource Development Co., Ltd."
Japan Science and Technology Agency,"Ryukyu Bio-Resource Development Co., Ltd."
DOW GLOBAL TECHNOLOGIES LLC,TOYOTA JIDOSHA KABUSHIKI KAISHA
National Institute of Advanced Industrial Science and Technology,TOKUYAMA CORPORATION
Massachusetts Institute of Technology,Yale University
Cambridge Enterprise Limited,Medical Research Council
"Novartis Vaccines and Diagnostics, Inc.",Pharmacia & Upjohn Company LLC
Actis Active Sensors S.r.l.,Esaote S.p.A.
Kabushiki Kaisha Toshiba,Kanagawa Academy of Science and Technology
"Millennium Pharmaceuticals, Inc.",The Board of Regents of the University of Texas System
"Daewood Electrical Co., Ltd.","Shen Daewood Electric (Shenzhen) Co., Ltd."
Ion Power Group LLC,The Penn State Research Foundation
"HITACHI CABLE, LTD.",NIPPON TELEGRAPH AND TELEPHONE CORPORATION
"Kinsbursky Brothers, Inc.","Toxco, Inc."
ABBOTT DIABETES CARE INC.,"Deltec, Inc."
"The United States of America, as represented by the Department of Health and Human Services","Traxtal, Inc."
CONTINENTAL AUTOMOTIVE GMBH,WALTER SOEHNER GMBH & CO. KG
CONTINENTAL AUTOMOTIVE GMBH,ZF FRIEDRICHSHAFEN AG
WALTER SOEHNER GMBH & CO. KG,ZF FRIEDRICHSHAFEN AG
Enitecnologie S.p.A.,INSTITUT FRANCAIS DU PETROLE
VIMICRO CORPORATION,"Wuxi Vimicro Corporation, Wuxi"
Antisense Therapeutics Ltd,"Isis Pharmaceuticals, Inc."
Covalent Materials Corporation,"MMT, Inc."
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Instituto Gulbekian De Cienca
"Institute of Medicinal Biotechnology, Chinese Academy of Medical Sciences","Xinchang Pharmaceutical Factory, Zhejiang Medicine Co. Ltd."
Advanced Telecommunications Research Institute International,SONY GROUP CORPORATION
"CMS TECHNOLOGY, LLC",HOSEO UNIVERSITY ACADEMIC COOPERATION FOUNDATION
FUJITSU MICROELECTRONICS LIMITED,Fujitsu Devices Inc.
National University Corporation Kagawa University,OSAKA UNIVERSITY
"Midwest Research Institute, Inc.",SPIROGEN LIMITED
"Midwest Research Institute, Inc.",STARKS ASSOCIATES INC.
"Midwest Research Institute, Inc.","The United States of America, as represented by the Department of Health and Human Services"
SPIROGEN LIMITED,STARKS ASSOCIATES INC.
SPIROGEN LIMITED,"The United States of America, as represented by the Department of Health and Human Services"
STARKS ASSOCIATES INC.,"The United States of America, as represented by the Department of Health and Human Services"
Fundacao De Amparo A Pesquisa Do Estado De Sao Paulo,Fundação Universidade Federal de São Carlos
"SAMSUNG ELECTRONICS CO., LTD.","Techno Semichem Co., Ltd."
Johnson Controls Technology Company,"Nissan Motor Co., Ltd."
F-TECH INC.,"HONDA MOTOR CO., LTD."
Euro Nippon Kayaku GmbH,NIPPON KAYAKU KABUSHIKI KAISHA
Fuji Jukogyo Kabushiki Kaisha,THE UNIVERSITY OF TOKYO
CALIFORNIA INSTITUTE OF TECHNOLOGY,"Coherent, Inc."
Chengdu Kuachang Medical Industrial Limited,"Chengdu Kuachang Science & Technology Co., Ltd."
Amgen Fremont Inc.,WARNER-LAMBERT COMPANY LLC
"Biomet Biologics, LLC","Hanumann, LLC"
Department of Agriculture for and on Behalf of the State of New South Wales,"IOWA STATE UNIVERSITY RESEARCH FOUNDATION, INC."
DOW AGROSCIENCES LLC,National Research Council of Canada
"Bayhill Therapeutics, Inc.",The Board of Trustees of the Leland Stanford Junior University
JTEKT CORPORATION,TOYODA VAN MOPPES LTD.
Kabushiki Kaisha Toyoda Jidoshokki Seisakusho,TOYOTA JIDOSHA KABUSHIKI KAISHA
"Hitachi Hybrid Network Co., Ltd.",Renesas Technology Corporation
National Institute of Aerospace Associates,The United States of America as represented by the Administrator of NASA
Gundula Roth,Tovoda Gosei Co.. Ltd.
Gundula Roth,Walter Tews
Tovoda Gosei Co.. Ltd.,Walter Tews
THE UAB RESEARCH FOUNDATION,The Regents of the University of California
"HONDA MOTOR CO., LTD.","Nippon Steel Glass Company, Limited"
Avio Investments S.p.A.,Avioprop S.r.l.
HARMONIC DRIVE SYSTEMS INC.,"SUMITOMO ELECTRIC SINTERED ALLOY, LTD."
Coval Art Tec Limited,Electrical & Electronics Ltd
Coval Art Tec Limited,Inventum Group B.V.
Electrical & Electronics Ltd,Inventum Group B.V.
Chi Mei El Corporation,Chi Mei Optoelectronics Corp.
HEXCEL COMPOSITES LIMITED,Hexcel Corporation
OSG CORPORATION,Tunalogy Corporation
"Daiken Chemical Co., Ltd.",OSAKA MUNICIPAL TECHNICAL RESEARCH INSTITUTE
Boehler Edelstahl GmbH,Boehler Hochdrucktechnik GmbH
BIOMARIN PHARMACEUTICAL INC.,Merck Eprova AG
"Nippon Shokubai Co., Ltd.","Shinwa Controls Co., Ltd."
"Nippon Shokubai Co., Ltd.",Taisei Corporation
"Shinwa Controls Co., Ltd.",Taisei Corporation
Kasetsart University,National Science and Technology Development Agency (NSTDA)
Johnson Matthey PLC,"Performance Fibers, Inc."
Japan ADE. Ltd.,"SHIN-ETSU HANDOTAI CO., LTD."
AIRBUS DEUTSCHLAND GMBH,"ESW Holdings, Inc."
"Chunghwa Picture Tubes, LTD.",National Chiao Tung University
"DANA-FARBER CANCER INSTITUTE, INC.","The Brigham and Women's Hospital, Inc."
Pioneer Corporation,Techexperts Incorporation
MITSUBISHI JIDOSHA KOGYO KABUSHIKI KAISHA,Mitsubishi Electric Corporation
FUJITSU LIMITED,Fujitsu Quantum Devices Limited
"Asahi Denka Co., Ltd.","HONDA MOTOR CO., LTD."
"Cayuga Derivatives, Inc.","SRI, Inc."
HISPANO SUIZA,SNECMA
"HEWLETT-PACKARD DEVELOPMENT COMPANY, L.P.",Seoul Nathional University
Los Angeles Biomed. Res. Inst. at Harbor UCLA Medical Center,The Regents of the University of California
"KURARAY CO., LTD.","TOAGOSEI CO., LTD."
"HITACHI, LTD.",MITSUBISHI CHEMICAL CORPORATION
"HITACHI, LTD.","Rohm Co., Ltd."
MITSUBISHI CHEMICAL CORPORATION,Pioneer Corporation
MITSUBISHI CHEMICAL CORPORATION,"Rohm Co., Ltd."
Pioneer Corporation,"Rohm Co., Ltd."
"DAIKIN INDUSTRIES, LTD.",National Institute of Advanced Industrial Science and Technology
Hamamatsu Photonics K.K.,THE UNIVERSITY OF TOKYO
Industrial Technology Research Institute,"KWANG YANG MOTOR CO., LTD."
Michigan Molecular Institute,Quest International Flavors and Fragrances Inc.
"I-Design Co., Ltd.","Nittobo Medical Co., Ltd."
"I-Design Co., Ltd.","SEKISUI MEDICAL CO., LTD."
"Nittobo Medical Co., Ltd.","SEKISUI MEDICAL CO., LTD."
Forges de Bologne,SNECMA
Adam Opel AG,Edscha AG
"Knoll Printing & Packaging, Inc.","Raison Pure International, Inc."
Japan Science and Technology,"WAKO PURE CHEMICAL INDUSTRIES, LTD."
"SHIN-ETSU CHEMICAL CO., LTD.","SHIN-ETSU QUARTZ PRODUCTS CO., LTD."
"The Kenneth S. Warren Institute, Inc.","Warren Pharmaceuticals, Inc."
FernUniversitat Hagen,IMEC
Canon Kabushiki Kaisha,"Hitachi Plant Technologies, Ltd."
"SAMSUNG ELECTRONICS CO., LTD.",SEJONG INDUSTRY-ACADEMY COOPERATION FOUNDATION
MOLTEN CORPORATION,adidas International Marketing B.V.
"ISHIKAWAJIMA-HARIMA HEAVY INDUSTRIES CO., LTD.",JAPAN FINE CERAMICS CENTER
"KYOWA HAKKO KIRIN CO., LTD.","Techno Network Shikoku Co., Ltd."
JAPAN ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,"JAPAN TISSUE ENGINEERING CO., LTD."
JAPAN ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY,Japan Science and Technology Agency
"JAPAN TISSUE ENGINEERING CO., LTD.",Japan Science and Technology Agency
THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ARKANSAS,The Rockefeller University
"CENTRAL MOTOR WHEEL CO., LTD.",KAWASAKI JUKOGYO KABUSHIKI KAISHA
Danfoss Low Power Drives A/S,"Pentair Water Pool and Spa, Inc."
"OJI NEPIA CO., LTD.","Oji Paper Co., Ltd."
Northwestern University,VANDERBILT UNIVERSITY
"Ford Global Technologies, LLC",GECOM Corporation
UTAH STATE UNIVERSITY,Wisconsin Alumni Research Foundation
KINKI UNIVERSITY,Shimadzu Corporation
"Nuvera Biosciences, Inc.",The Board of Regents of the University of Texas System
IMEC,UNIVERSITEIT GENT
COMBI WEAR PARTS AB,Vosta LMG B.V.
"HITACHI INDUSTRIAL EQUIPMENT SYSTEMS CO., LTD.",NIDEC SERVO CORPORATION
"HITACHI POWDERED METALS CO., LTD.",NIDEC SERVO CORPORATION
Georgetown University,Science Applications International Corporation
AMINO CORPORATION,Forschungszentrum Jülich GmbH
Japan Science and Technology Agency,"Spacevision, Inc."
EBARA CORPORATION,OSAKA UNIVERSITY
"HITACHI-LG DATA STORAGE, INC.",NOK CORPORATION
"UT-BATTELLE, LLC",VIRGINIA MUSEUM OF NATURAL HISTORY FOUNDATION
University of Tennessee Research Foundation,VIRGINIA MUSEUM OF NATURAL HISTORY FOUNDATION
American Leistritz Extruder Corp.,"Pharmaceutical Technology Solutions, LLC"
TOYOTA BOSHOKU AMERICA,TOYOTA BOSHOKU KABUSHIKI KAISHA
"Pulstec Industrial Col., Ltd.",Sony Disc & Digital Solutions Inc.
Research and Industrial Cooperation Group,"SAMSUNG ELECTRONICS CO., LTD."
"Altis Semiconductor, SNC",Infineon Technologies AG
CARNEGIE MELLON UNIVERSITY,"HONDA MOTOR CO., LTD."
BioMedical Research Group Inc.,THE UNIVERSITY OF AKRON
Japan Science and Technology Agency,KURUME UNIVERSITY
PANASONIC HOLDINGS CORPORATION,Panasonic Semiconductor Asia Pte. Ltd.
"INHIBITEX, INC.",THE UAB RESEARCH FOUNDATION
THE TEXAS A&M UNIVERSITY SYSTEM,THE UAB RESEARCH FOUNDATION
Applied Biosystems (Canada) Inc.,MDS LLC
Home Abroad Link Inc.,"Wako Engineering Co., Ltd."
"FSI INTERNATIONAL, INC.",MEZURX PTY LTD
DEPARTMENT OF VETERANS AFFAIRS,"The Medical College of Wisconsin, Inc."
DEPARTMENT OF VETERANS AFFAIRS,University of South Florida
"The Medical College of Wisconsin, Inc.",University of South Florida
"INDUSTRY-ACADEMIC COOPERATION FOUNDATION, YONSEI UNIVERSITY",KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
NEO-MORGAN LABORATORY INCORPORATED,National Institute of Advanced Industrial Science and Technology
EMS-CHEMIE AG,NORMA GERMANY GMBH
City of Hope,The Regents of the University of California
LIQUID DESIGN SYSTEMS INC.,"System Fabrication Technologies, Inc."
Albany College of Pharmacy,"Ordway Research Institute, Inc."
AMGEN INC.,U3 Pharma GmbH
The Turning Point LLC,The University of Toledo
Massachusetts Institute of Technology,NEW YORK UNIVERSITY
FUJIFILM Corporation,Tokyo Medical and Dental University
Seattle Biomedical Research Institute,"The Government of the United States, as Respresented by the Secretary of the Army"
SONY GROUP CORPORATION,Sony Electronics (Singapore) Pte. Ltd.
COMMISSARIAT A L'ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,PEUGEOT CITROËN AUTOMOBILES SA
"NANOCARRIER CO., LTD.",NIPPON KAYAKU KABUSHIKI KAISHA
"HITACHI, LTD.","Hitachi Hybrid Network Co., Ltd."
GM GLOBAL TECHNOLOGY OPERATIONS LLC,NASA Lyndon B. Johnson Space Center
GM GLOBAL TECHNOLOGY OPERATIONS LLC,Oceaneering Space Systems
NASA Lyndon B. Johnson Space Center,Oceaneering Space Systems
Children's Medical Center Corporation,Northeastern Ohio Universities COM
Children's Medical Center Corporation,The General Hospital Corporation
Northeastern Ohio Universities COM,The General Hospital Corporation
EMORY UNIVERSITY,"University of Georgia Research Foundation, Inc."
Japan Science and Technology Agency,National University Corporation Tokyo Medical and Dental University
"Megawin Technology Co., Ltd.",NATIONAL CHENG KUNG UNIVERSITY
"EGC & C., Ltd",National Computerization Agency
"EGC & C., Ltd",Zooinnet
National Computerization Agency,Zooinnet
Altis Semiconductor,Qimonda AG
BAYER HEALTHCARE LLC,The Wistar Institute
Eudyna Devices Inc.,FUJITSU LIMITED
"Beth Israel Deaconess Medical Center, Inc.",The Hospital for Sick Children
"HONDA MOTOR CO., LTD.",JSR CORPORATION
Shenwang Pioneer Tech Corporation Beijing,University of Science and Technology Beijing
"SANYO Semiconductor Co., Ltd.",SONY ELECTRONICS INC.
University of Pittsburgh—Of the Commonwealth System of Higher Education,WAKE FOREST UNIVERSITY
Mitsubishi Electric Corporation,"Mitsubishi Rayon Engineering Co., Ltd."
FRANCE TELECOM,Telediffusion de France
BRIDGESTONE CORPORATION,NTN CORPORATION
Enplas Corporation,SHARP KABUSHIKI KAISHA
La Calhene,Physique & Industrie
Robert Bosch GmbH,VOLKSWAGEN AKTIENGESELLSCHAFT
INEOS EUROPE AG,NOVA Chemicals Corporation
Kabushiki Kaisha Toshiba,Kanto Kagaku Kabushiki Kaisha
FUJITSU LIMITED,"THE BANK OF TOKYO-MITSUBISHI UFJ, LTD."
Okudaira Saiteki System Laboratory,"SAMSUNG ELECTRONICS CO., LTD."
"HON HAI PRECISION INDUSTRY CO., LTD.",Preimer Image Technology(China) Ltd.
"United States Automotive Materials Partnership, LLC","United States Council For Automotive Research, LLC"
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Institut National de la Recherche
CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Institut National des Sciences
Institut National de la Recherche,Institut National des Sciences
Qimonda AG,Qimonda Flash GmbH & Co. KG
HER MAJESTY THE QUEEN IN RIGHT OF CANADA AS REPRESENTED BY THE MINISTER OF NATUAL RESOURCES,National Research Council of Canada
HER MAJESTY THE QUEEN IN RIGHT OF CANADA AS REPRESENTED BY THE MINISTER OF NATUAL RESOURCES,"University of Saskatchewan Technologies, Inc."
National Research Council of Canada,"University of Saskatchewan Technologies, Inc."
"TSUCHIYA TSCO CO., LTD.","ULTRAFAB, INC."
"CHINA INTERNATIONAL MARINE CONTAINERS (GROUP) CO., LTD.","NANTONG CIMC-SPECIAL TRANSPORTATION EQUIPMENT MANUFACTURE CO., LTD."
3M ESPE AG,3M INNOVATIVE PROPERTIES COMPANY
Chromalloy Gas Turbine LLC,"SIEMENS ENERGY, INC."
"DANA-FARBER CANCER INSTITUTE, INC.",Institut National de la Sante et de la Recherche Medicale (INSERM)
"Daio Paper Converting Co., Ltd.",Daio Paper Corporation
Palo Alto Research Center Incorporated,Xerox Corporation
"Dimagic Co., Ltd.",KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
"Citizen Electronics Co., Ltd.","Fuji Polymer Industries Co., Ltd."
NAGOYA INSTITUTE OF TECHNOLOGY,TOYOTA JIDOSHA KABUSHIKI KAISHA
COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION,Limagrain Cereales Ingredients S.A.
"HIROSE ELECTRIC CO., LTD.","NIPPON PAINT HOLDINGS CO., LTD."
SONY GROUP CORPORATION,"TOPPAN PRINTING CO., LTD."
Applera Corporation,"MDS Analytical Technologies, a business unit of MDS Inc."
The Board of Trustees of the Leland Stanford Junior University,The United States of America as represented by the Department of Veterans Affairs Office of the General Counsel
The Regents of the University of California,"The United States of America, as represented by the Department of Health and Human Services"
YKK AP INC.,YKK Corporation of America
BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,The Regents of the University of California
"Koyo Seiko Co., Ltd.","Nippon Polyurethane Industry Co., Ltd."
Nokia,STMicroelectronics SA
HERAEUS QUARZGLAS GMBH & CO. KG,"SHIN-ETSU QUARTZ PRODUCTS CO., LTD."
BBN Technologies Corporation,"Underground Imaging Technologies, Inc."
OSAKA MUNICIPAL TECHNICAL RESEARCH INSTITUTE,Toyo Kasei Kogyo Company Limited
"Ascend Therapeutics, Inc.",Northwestern University
BAKELITE GMBH,Plastek Engineering
Chakra Biotech Pte Ltd.,The Research Foundation of the State University of New York
"QUARK PHARMACEUTICALS, INC.","Sapience Therapeutics, Inc."
Roy + LeClair Emballace Inc.,Roy + LeClair Packaging Inc.
HYDRANAUTICS,NITTO DENKO CORPORATION
"Hanvision Co., Ltd.",Lumiense Photonics Inc.
MEDICAL AND PHARMACEUTICAL INDUSTRY TECHNOLOGY AND DEVELOPMENT CENTER,National Applied Research Laboratories
Federal Reserve Bank of Atlanta,Federal Reserve Bank of Minneapolis
"NANOSYS, INC.",The Regents of the University of California
Hadasit Medical Research Services and Dev. Ltd,YEDA RESEARCH AND DEVELOPMENT CO. LTD.
GE Healthcare UK Limited,VANDERBILT UNIVERSITY
"Gekkeikan Sake Co., Ltd.",KAO CORPORATION
"HITACHI, LTD.","Hitachi Haramachi Electronics Co., Ltd."
"The United States of America, as represented by the Secretary of Agriculture","University of Georgia Research Foundation, Inc."
CARNEGIE MELLON UNIVERSITY,Carnegie Speech Company
IMEC,TEXAS INSTRUMENTS INCORPORATED
SONY GROUP CORPORATION,Sony Music Holdings Inc.
"Nissan Motor Co., Ltd.",TAKATA CORPORATION
COUNCIL OF SCIENTIFIC AND INDUSTRIAL RESEARCH,Mumbai University Institute of Chemical Technology
Merck Sharp & Dohme LLC,University of Washington
"Isuzutex Co., Ltd.","KASAl KOGYO CO., LTD."
JTEKT CORPORATION,"TOYODA GOSEI CO., LTD."
"Newtec Services Group, Inc.",University of Central Florida Research Foundation
"Newtec Services Group, Inc.",University of South Florida
University of Central Florida Research Foundation,University of South Florida
"ART METAL MFG. CO., LTD.","FUJI KIHAN CO., LTD."
"CITIZEN WATCH CO., LTD.","Citizen Holdings Co., Ltd."
Nisca Corporation,SEIKO EPSON CORPORATION
"TOMY COMPANY, LTD.","Tokyo Unique Co., Ltd."
INSTITUT PASTEUR,NEW YORK UNIVERSITY
The John Hopkins University,Yale University
Consejo Superior de Investigaciones Cientificas (CSIC),UNIVERSIDAD DE GRANADA
"SINGULEX, INC.",The Regents of the University of California
"HITACHI INDUSTRIAL EQUIPMENT SYSTEMS CO., LTD.",NIPPON STEEL & SUMIKIN STAINLESS STEEL CORPORATION
FUJITSU LIMITED,NIPPON TELEGRAPH AND TELEPHONE CORPORATION
Alcatel Lucent,DEUTSCHES ZENTRUM FÜR LUFT—UND RAUMFAHRT E.V.
Rodel Nitta Company,"SHIN-ETSU HANDOTAI CO., LTD."
"MACRONIX INTERNATIONAL CO., LTD.",Qimonda AG
Mega Elektroniikka Oy,Suunto Oy
The Board of Regents of the University of Texas System,"UNIVERSITY OF MARYLAND, BALTIMORE"
Canon Kabushiki Kaisha,Hitachi High-Technologies Corporation
NIPPON TELEGRAPH AND TELEPHONE CORPORATION,THE UNIVERSITY OF TOKYO
Univ. of British Columbia,Xenon Pharmaceuticals Inc.
BL KK,"NIPPON SHEET GLASS COMPANY, LIMITED"
Chung-Ang University,KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY
"Beth Israel Deaconess Medical Center, Inc.",University of Pittsburgh—Of the Commonwealth System of Higher Education
Airbus France,Connecteurs Electriques Deutsch
"Kinoma, Inc.",SONY GROUP CORPORATION
STMicroelectronics Design and Application GmbH,STMicroelectronics SA
SONY GROUP CORPORATION,Sony Deutschland GmbH
Apoxis S. A.,BIOGEN IDEC MA INC.
CureTech Ltd.,MOR RESEARCH APPLICATIONS LTD.
KONINKLIJKE PHILIPS ELECTRONICS NV,Sara Lee Household and Body Care Espana S.L.
